Key,schinese,tchinese
gunak74nDesc,Kalashnikov AK-74N 突击步枪\n\n使用弹药类型：[D3CE1D]5.45×39[-]\n修复方式：[D3CE1D]武器修理套件[-]\n\n安装枪灯/激光瞄准器前需要先安装握把,Kalashnikov AK-74N 突擊步槍\n\n使用彈藥類型：[D3CE1D]5.45×39[-]\n修復方式：[D3CE1D]武器修理套件[-]\n\n安裝槍燈/雷射瞄準器前需要先安裝握把
gunak74mDesc,Kalashnikov AK-74M 突击步枪\n\n使用弹药类型：[D3CE1D]5.45×39[-]\n修复方式：[D3CE1D]武器修理套件[-]\n\n安装枪灯/激光瞄准器前需要先安装握把,Kalashnikov AK-74M 突擊步槍\n\n使用彈藥類型：[D3CE1D]5.45×39[-]\n修復方式：[D3CE1D]武器修理套件[-]\n\n安裝槍燈/雷射瞄準器前需要先安裝握把
gunak12Desc,Kalashnikov AK-12 突击步枪\n\n使用弹药类型：[D3CE1D]5.45×39[-]\n修复方式：[D3CE1D]武器修理套件[-],Kalashnikov AK-12 突擊步槍\n\n使用彈藥類型：[D3CE1D]5.45×39[-]\n修復方式：[D3CE1D]武器修理套件[-]
gunak107Desc,Kalashniswoop AK-107 突击步枪\n\n使用弹药类型：[D3CE1D]5.45×39[-]\n修复方式：[D3CE1D]武器修理套件[-]\n\n安装枪灯/激光瞄准器前需要先安装握把,Kalashniswoop AK-107 突擊步槍\n\n使用彈藥類型：[D3CE1D]5.45×39[-]\n修復方式：[D3CE1D]武器修理套件[-]\n\n安裝槍燈/雷射瞄準器前需要先安裝握把
gunsksDesc,Simonov SKS 突击步枪\n\n使用弹药类型：[D3CE1D]7.62×39[-]\n修复方式：[D3CE1D]武器修理套件[-],Simonov SKS 突擊步槍\n\n使用彈藥類型：[D3CE1D]7.62×39[-]\n修復方式：[D3CE1D]武器修理套件[-]
gunakmnDesc,Kalashnikov AKMN 突击步枪\n\n使用弹药类型：[D3CE1D]7.62×39[-]\n修复方式：[D3CE1D]武器修理套件[-]\n\n安装枪灯/激光瞄准器前需要先安装握把,Kalashnikov AKMN 突擊步槍\n\n使用彈藥類型：[D3CE1D]7.62×39[-]\n修復方式：[D3CE1D]武器修理套件[-]\n\n安裝槍燈/雷射瞄準器前需要先安裝握把
gunak103Desc,Kalashnikov AK-103 突击步枪\n\n使用弹药类型：[D3CE1D]7.62×39[-]\n修复方式：[D3CE1D]武器修理套件[-]\n\n安装枪灯/激光瞄准器前需要先安装握把,Kalashnikov AK-103 突擊步槍\n\n使用彈藥類型：[D3CE1D]7.62×39[-]\n修復方式：[D3CE1D]武器修理套件[-]\n\n安裝槍燈/雷射瞄準器前需要先安裝握把
gunak109Desc,Kalashniswoop AK-109 突击步枪\n\n使用弹药类型：[D3CE1D]7.62×39[-]\n修复方式：[D3CE1D]武器修理套件[-]\n\n安装枪灯/激光瞄准器前需要先安装握把,Kalashniswoop AK-109 突擊步槍\n\n使用彈藥類型：[D3CE1D]7.62×39[-]\n修復方式：[D3CE1D]武器修理套件[-]\n\n安裝槍燈/雷射瞄準器前需要先安裝握把
gunrd704Desc,Rifle Dynamics RD-704 突击步枪\n\n使用弹药类型：[D3CE1D]7.62×39[-]\n修复方式：[D3CE1D]武器修理套件[-],Rifle Dynamics RD-704 突擊步槍\n\n使用彈藥類型：[D3CE1D]7.62×39[-]\n修復方式：[D3CE1D]武器修理套件[-]
gunmk47Desc,CMMG Mk47 Mutant 突击步枪\n\n使用弹药类型：[D3CE1D]7.62×39[-]\n修复方式：[D3CE1D]武器修理套件[-],CMMG Mk47 Mutant 突擊步槍\n\n使用彈藥類型：[D3CE1D]7.62×39[-]\n修復方式：[D3CE1D]武器修理套件[-]
gun9a91Desc,9A-91 突击步枪\n\n使用弹药类型：[D3CE1D]9×39[-]\n修复方式：[D3CE1D]武器修理套件[-],9A-91 突擊步槍\n\n使用彈藥類型：[D3CE1D]9×39[-]\n修復方式：[D3CE1D]武器修理套件[-]
gunvssDesc,VSS Vintorez 突击步枪\n\n使用弹药类型：[D3CE1D]9×39[-]\n修复方式：[D3CE1D]武器修理套件[-],VSS Vintorez 突擊步槍\n\n使用彈藥類型：[D3CE1D]9×39[-]\n修復方式：[D3CE1D]武器修理套件[-]
gunasvalDesc,AS VAL 突击步枪\n\n使用弹药类型：[D3CE1D]9×39[-]\n修复方式：[D3CE1D]武器修理套件[-],AS VAL 突擊步槍\n\n使用彈藥類型：[D3CE1D]9×39[-]\n修復方式：[D3CE1D]武器修理套件[-]
gunaxmcDesc,Accuracy International AXMC 狙击步枪\n\n使用弹药类型：[D3CE1D].338 Lapua Magnum[-]\n修复方式：[D3CE1D]武器修理套件[-]\n\n狙击步枪奖励：造成 [4FBE28]100%[-] 额外伤害,Accuracy International AXMC 狙擊步槍\n\n使用彈藥類型：[D3CE1D].338 Lapua Magnum[-]\n修復方式：[D3CE1D]武器修理套件[-]\n\n狙擊步槍獎勵：造成 [4FBE28]100%[-] 額外傷害
gunswordmk18Desc,SWORD International Mk-18 精准射手步枪\n\n使用弹药类型：[D3CE1D].338 Lapua Magnum[-]\n修复方式：[D3CE1D]武器修理套件[-]\n\n射手步枪奖励：造成 [4FBE28]50%[-] 额外伤害,SWORD International Mk-18 精準射手步槍\n\n使用彈藥類型：[D3CE1D].338 Lapua Magnum[-]\n修復方式：[D3CE1D]武器修理套件[-]\n\n射手步槍獎勵：造成 [4FBE28]50%[-] 額外傷害
gunfamasDesc,FAMAS 突击步枪\n\n使用弹药类型：[D3CE1D]5.56×45[-]\n修复方式：[D3CE1D]武器修理套件[-]\n\n安装枪灯/激光瞄准器前需要先安装握把或下护木,FAMAS 突擊步槍\n\n使用彈藥類型：[D3CE1D]5.56×45[-]\n修復方式：[D3CE1D]武器修理套件[-]\n\n安裝槍燈/雷射瞄準器前需要先安裝握把或下護木
gunhkg3Desc,HK G3 突击步枪\n\n使用弹药类型：[D3CE1D]7.62×51[-]\n修复方式：[D3CE1D]武器修理套件[-],HK G3 突擊步槍\n\n使用彈藥類型：[D3CE1D]7.62×51[-]\n修復方式：[D3CE1D]武器修理套件[-]

gunfn40glDesc,FN40GL Mk2 榴弹发射器\n\n使用弹药类型：[D3CE1D]40×46[-]\n修復方式：[D3CE1D]武器修理套件[-],FN40GL Mk2 榴彈發射器\n\n使用彈藥類型：[D3CE1D]40×46[-]\n修復方式：[D3CE1D]武器修理套件[-]
gunchinalakeDesc,NAWS China Lake 榴弹发射器\n\n使用弹药类型：[D3CE1D]40×46[-]\n修復方式：[D3CE1D]武器修理套件[-],NAWS China Lake 榴彈發射器\n\n使用彈藥類型：[D3CE1D]40×46[-]\n修復方式：[D3CE1D]武器修理套件[-]
gunm32a1mglDesc,Milkor M32A1 MSGL 榴弹发射器\n\n使用弹药类型：[D3CE1D]40×46[-]\n修復方式：[D3CE1D]武器修理套件[-],Milkor M32A1 MSGL 榴彈發射器\n\n使用彈藥類型：[D3CE1D]40×46[-]\n修復方式：[D3CE1D]武器修理套件[-]
gunrpg7Desc,RPG-7V2「Ruchnoy Protivotankovyy Granatomot」手持反战车火箭推进榴弹发射器\n\n使用弹药类型：[D3CE1D]93×40[-]\n修復方式：[D3CE1D]武器修理套件[-],RPG-7V2「Ruchnoy Protivotankovyy Granatomot」手持反戰車火箭推進榴彈發射器\n\n使用彈藥類型：[D3CE1D]93×40[-]\n修復方式：[D3CE1D]武器修理套件[-]

gunExplosivesT3RocketLauncher,[004CFF]火箭发射器[-],[004CFF]火箭發射器[-]
meleeToolAxeT1IronFireaxe,铁製消防斧,鐵製消防斧
meleeToolAxeT2SteelAxe,[09FF00]钢斧[-],[09FF00]鋼斧[-]
meleeToolAxeT3Chainsaw,[004CFF]链锯[-],[004CFF]鏈鋸[-]
meleeToolPickT1IronPickaxe,小镐,小鎬
meleeToolPickT2SteelPickaxe,[09FF00]钢镐[-],[09FF00]鋼鎬[-]
meleeToolPickT3Auger,[004CFF]钉枪(骑马钉)[-],[004CFF]釘槍(騎馬釘)[-]
meleeToolRepairT1ClawHammer,羊角锤,羊角錘
meleeToolRepairT3Nailgun,[004CFF]射钉枪(钉子)[-],[004CFF]射釘槍(釘子)[-]
meleeToolSalvageT1Wrench,扳手,扳手
meleeToolSalvageT2Ratchet,[09FF00]棘轮[-],[09FF00]棘輪[-]
meleeToolSalvageT3ImpactDriver,[004CFF]冲击起子[-],[004CFF]衝擊起子[-]
meleeToolShovelT1IronShovel,铁铲,鐵鏟
meleeToolShovelT2SteelShovel,[09FF00]钢铲[-],[09FF00]鋼鏟[-]
meleeWpnBatonT2StunBaton,[09FF00]电击警棍[-],[09FF00]電擊警棍[-]
meleeWpnBladeT1HuntingKnife,猎刀,獵刀
meleeWpnBladeT3Machete,[004CFF]大砍刀[-],[004CFF]大砍刀[-]
meleeWpnClubT1BaseballBat,棒球棒,棒球棒
meleeWpnClubT3SteelClub,[004CFF]棍棒[-],[004CFF]棍棒[-]
meleeWpnKnucklesT1IronKnuckles,拳套,拳套
meleeWpnKnucklesT3SteelKnuckles,[004CFF]尖刺拳套[-],[004CFF]尖刺拳套[-]
meleeWpnSledgeT1IronSledgehammer,大锤,大錘
meleeWpnSledgeT3SteelSledgehammer,[004CFF]大锤[-],[004CFF]大錘[-]
meleeWpnSpearT1IronSpear,拼接长矛,拼接長矛
meleeWpnSpearT3SteelSpear,[004CFF]钢矛[-],[004CFF]鋼矛[-]
gunBotT1JunkSledge,垃圾大锤机器人,垃圾大錘機器人
gunBotT2JunkTurret,[09FF00]垃圾炮塔[-],[09FF00]垃圾炮塔[-]
gunBotT3JunkDrone,[004CFF]无人机[-],[004CFF]無人機[-]
gunBowT1WoodenBow,反曲弓,反曲弓
gunBowT3CompoundBow,[004CFF]复合弓[-],[004CFF]複合弓[-]
gunBowT1IronCrossbow,弩,十字弓
gunBowT3CompoundCrossbow,[004CFF]复合弩[-],[004CFF]複合十字弓[-]

modGunMeleeRadRemoverDesc,抑制辐射僵尸的再生能力 [4FBE28]10[-] 秒。,抑制輻射僵屍的再生能力 [4FBE28]10[-] 秒。
modGunCrippleEmDesc,击中后，僵尸的移动速度会降低 [4FBE28]30%[-]。,擊中後，僵屍的移動速度會降低 [4FBE28]30%[-]。
modGunLaserSightDesc,重量：[4FBE28]0.12kg[-]\n腰射准确度：[4FBE28]+12.5%[-]\n\n相容性：所有配备战术轨道的枪支\n按 F 键开启。,重量：[4FBE28]0.12kg[-]\n腰射準確度：[4FBE28]+12.5%[-]\n\n相容性：所有配備戰術軌道的槍支\n按 F 鍵開啟。
modMeleeTemperedBladeDesc,此改造刀片可提高对建筑方块伤害 [4FBE28]10%[-] 并降低磨损 [4FBE28]15%[-],此改造刀片可提高對建築方塊傷害 [4FBE28]10%[-] 並降低磨損 [4FBE28]15%[-]
modMeleeSerratedBladeDesc,[4FBE28]10%[-] 机率于普通攻击时追加流血效果。,[4FBE28]10%[-] 機率於普通攻擊時追加流血效果。
modMeleeWeightedHeadDesc,适用于所有近战武器和工具。\n提高眩晕和减速效果的发生机率。\n造成 [4FBE28]10%[-] 额外伤害。\n猎刀和大砍刀无法适用。,適用於所有近戰武器和工具。\n提高眩暈和減速效果的發生機率。\n造成 [4FBE28]10%[-] 額外傷害。\n獵刀和大砍刀無法適用。
modGunMeleeTheHunterDesc,对所有目标造成[4FBE28]10%[-]的额外伤害。,對所有目標造成[4FBE28]10%[-]的額外傷害。
modMeleeErgonomicGripDesc,减少近战耐力消耗 [4FBE28]10%[-] 并增加弓箭武器处理能力 [4FBE28]10%[-]。,減少近戰耐力消耗 [4FBE28]10%[-] 並增加弓箭武器處理能力 [4FBE28]10%[-]。
modMeleeFortifyingGripDesc,当生命值低于 50% 时，每 5 秒获得 [4FBE28]1[-] 点生命值。,當生命值低於 50% 時，每 5 秒獲得 [4FBE28]1[-] 點生命值。
modMeleeStructuralBraceDesc,近战武器和工具的磨损降低[4FBE28] 25％[-]。,近戰武器和工具的磨損降低[4FBE28] 25％[-]。
modMeleeDiamondTipDesc,任何手动工具或刀刃类型武器磨损降低 [4FBE28]40%[-]。\n提高对建筑方块或者目标伤害 [4FBE28]10%[-]。,任何手動工具或刀刃類型武器磨損降低 [4FBE28]40%[-]。\n提高對建築方塊或者目標傷害 [4FBE28]10%[-]。
modMeleeClubBarbedWireDesc,[4FBE28]有20%[-]的机率造成流血伤害，[4FBE28]有40%[-]的机率发动重击。\n可以安装在高尔夫球杆上。,[4FBE28]有20%[-]的機率造成流血傷害，[4FBE28]有40%[-]的機率發動重擊。\n可以安裝在高爾夫球桿上。
modMeleeClubMetalChainDesc,[4FBE28]有10%[-]的概率击倒对手。\n可安装在高尔夫球杆上。,[4FBE28]有10%[-]的機率擊倒對手。\n可安裝在高爾夫球桿上。
modMeleeClubMetalSpikesDesc,每次连续打击都会降低敌人的护甲等级 [4FBE28]20%[-]。\n可以安装在高尔夫球杆上。,每次連續打擊都會降低敵人的護甲等級 [4FBE28]20%[-]。\n可以安裝在高爾夫球桿上。
modMeleeFiremansAxeModDesc,对方块造成 [4FBE28]25%[-] 额外伤害并对敌人造成 [4FBE28]5%[-] 额外伤害。,對方塊造成 [4FBE28]25%[-] 額外傷害並對敵人造成 [4FBE28]5%[-] 額外傷害。
modMeleeBunkerBusterDesc,[4FBE28]对石头的伤害增加50%[-]。,[4FBE28]對石頭的傷害增加50%[-]。
modMeleeWoodSplitterDesc,[4FBE28]对木材的伤害增加50%[-]。,[4FBE28]對木材的傷害增加50%[-]。
modMeleeGraveDiggerDesc,[4FBE28]对泥土的伤害增加 50%[-]。,[4FBE28]對泥土的傷害增加 50%[-]。
modMeleeIronBreakerDesc,[4FBE28]对铁的伤害增加50%[-]。,[4FBE28]對鐵的傷害增加50%[-]。
modFuelTankLargeDesc,将链锯和螺旋钻的油箱容量增加 [4FBE28]100%[-]。,將鏈鋸和螺旋鑽的油箱容量增加 [4FBE28]100%[-]。
modFuelTankSmallDesc,将链锯和螺旋钻的油箱容量增加 [4FBE28]50%[-]。,將鏈鋸和螺旋鑽的油箱容量增加 [4FBE28]50%[-]。

modMeleeDiamondTip,[004CFF]金刚石刀刃模组[-],[004CFF]鑽石刃尖模組[-]
modGunCrippleEm,[004CFF]致残模组[-],[004CFF]瘸腿模組[-]
modGunMeleeTheHunter,[004CFF]猎人模组[-],[004CFF]獵人模組[-]
modGunMeleeRadRemover,[004CFF]辐射干扰器[-],[004CFF]輻射干擾器[-]
modFuelTankLarge,[004CFF]大型油箱[-],[004CFF]大型油箱[-]
modFuelTankSmall,[09FF00]扩展油箱[-],[09FF00]擴展油箱[-]
modArmorBandolier,[004CFF]子弹带[-],[004CFF]子彈帶[-]
modArmorImprovedFittings,改进配件,改進配件
modArmorCustomizedFittings,[09FF00]定制配件[-],[09FF00]特製配件[-]
modArmorPlatingBasic,基础装甲板,基礎裝甲板
modArmorPlatingReinforced,[09FF00]强化装甲板[-],[09FF00]強化裝甲板[-]
modArmorDoubleStoragePocket,[09FF00]双重储物袋[-],[09FF00]雙重儲物袋[-]
modArmorTripleStoragePocket,[004CFF]三重储物袋[-],[004CFF]三重儲物袋[-]
modArmorQuadStoragePocket,[BB00FF]四重储物袋[-],[BB00FF]四重儲物袋[-]
modArmorMuffledConnectors,[09FF00]消音连接器[-],[09FF00]消音連接器[-]
modArmorAdvancedMuffledConnectors,[004CFF]高级消音连接器[-],[004CFF]高級消音連接器[-]
modArmorImpactBracing,[09FF00]冲击支撑[-],[09FF00]衝擊支撐[-]
modArmorStealthBoots,[09FF00]隐形靴[-],[09FF00]隱形靴[-]
modArmorWaterPurifier,[09FF00]净水器[-],[09FF00]淨水器[-]
modArmorHelmetLight,破旧头盔灯,破舊頭盔燈
modArmorHelmetLight2,头盔灯,頭盔燈
modArmorHelmetLight3,[09FF00]「Lumen」头盔灯[-],[09FF00]「Lumen」頭盔燈[-]
modArmorHelmetLightDesc,破旧的微弱光源，可以安装在任何头部装甲上。\n\n按下（[action:permanent:ToggleFlashlight][action:local:ToggleFlashlight]）来启用。,破舊的微弱光源，可以安裝在任何頭部裝甲上。\n\n按下（[action:permanent:ToggleFlashlight][action:local:ToggleFlashlight]）來啟用。
modArmorHelmetLight2Desc,可安装于任何头部装甲的光源。\n\n按下（[action:permanent:ToggleFlashlight][action:local:ToggleFlashlight]）来启用。,可安裝於任何頭部裝甲的光源。\n\n按下（[action:permanent:ToggleFlashlight][action:local:ToggleFlashlight]）來啟用。
modArmorHelmetLight3Desc,非常明亮的光源，可安装在任何头部装甲上。\n\n按下（[action:permanent:ToggleFlashlight][action:local:ToggleFlashlight]）来启用。,非常明亮的光源，可安裝在任何頭部裝甲上。\n\n按下（[action:permanent:ToggleFlashlight][action:local:ToggleFlashlight]）來啟用。
modArmorNightVision,PVS 7 Gen 2 夜视镜,PVS 7 Gen 2 夜視鏡
modArmorNightVision2,[09FF00]PVS 14 Gen 3 夜视镜[-],[09FF00]PVS 14 Gen 3 夜視鏡[-]
modArmorNightVision3,[004CFF]Opsin Digital 夜视镜[-], [004CFF]Opsin Digital 夜視鏡[-]
modArmorNightVisionDesc,使用这款夜视头盔配件，在黑暗中也能看得清楚。\n\n按下（[action:permanent:ToggleFlashlight][action:local:ToggleFlashlight]）来启用夜视镜。,使用這款夜視頭盔配件，在黑暗中也能看得清楚。\n\n按下（[action:permanent:ToggleFlashlight][action:local:ToggleFlashlight]）來啟用夜視鏡。
modArmorNightVision2Desc,使用这款夜视头盔配件，在黑暗中也能看得清楚。\n\n按下（[action:permanent:ToggleFlashlight][action:local:ToggleFlashlight]）来启用夜视镜。,使用這款夜視頭盔配件，在黑暗中也能看得清楚。\n\n按下（[action:permanent:ToggleFlashlight][action:local:ToggleFlashlight]）來啟用夜視鏡。
modArmorNightVision3Desc,使用这款高科技夜视头盔配件，在黑暗中也能看得一清二楚。，在黑暗中也能看得清楚。\n\n按下（[action:permanent:ToggleFlashlight][action:local:ToggleFlashlight]）来启用夜视镜。,使用這款高科技夜視頭盔配件，在黑暗中也能看得一清二楚。，在黑暗中也能看得清楚。\n\n按下（[action:permanent:ToggleFlashlight][action:local:ToggleFlashlight]）來啟用夜視鏡。
modArmorCigar,[BB00FF]雪茄[-],[BB00FF]雪茄[-]
modArmorAgility,[BB00FF]+1 敏捷[-],[BB00FF]+1 敏捷[-]
modArmorFortitude,[BB00FF]+1 坚毅[-],[BB00FF]+1 堅毅[-]
modArmorIntellect,[BB00FF]+1 智力[-],[BB00FF]+1 智力[-]
modArmorPerception,[BB00FF]+1 感知[-],[BB00FF]+1 感知[-]
modArmorStrength,[BB00FF]+1 力量[-],[BB00FF]+1 力量[-]
modGunFlashlight,战术手电筒,戰術手電筒
modGunLaserSight,[09FF00]战术激光指示器[-],[09FF00]戰術雷射指示器[-]
modGunLaserSightDesc,重量：[4FBE28]0.12kg[-]\n腰射准确度：[4FBE28]+12%[-]\n\n相容性：所有配备战术轨道的枪支\n按 [D3CE1D]F[-]启用。,重量：[4FBE28]0.12kg[-]\n腰射准确度：[4FBE28]+12%[-]\n\n相容性：所有配備戰術軌道的槍支\n按 [D3CE1D]F[-]啟用。
modbipodrailRexana,[BB00FF]BT10 V8 Atlas 摺叠脚架[-],[BB00FF]BT10 V8 Atlas 摺疊腳架[-]
modbipodrailRexanaDesc,重量：[4FBE28]0.310kg[-]\n人体工学：[FF4F33]-10%[-] / [4FBE28]+25%[-](脚架展开后)\n腰射准确度：[FF4F33]-12%[-]\n后座力：[4FBE28]-50%[-](脚架展开后)\n\n相容性：多数步枪与STM-9,重量：[4FBE28]0.310kg[-]\n人体工学：[FF4F33]-10%[-] / [4FBE28]+25%[-](腳架展開後)\n腰射准确度：[FF4F33]-12%[-]\n后座力：[4FBE28]-50%[-](腳架展開後)\n\n相容性：多數步槍與STM-9
modgriphksturmgriff,[09FF00]HK Sturmgriff 前握把[-],[09FF00]HK Sturmgriff 前握把[-]
modgriphksturmgriffDesc,重量：[4FBE28]0.070kg[-]\n人体工学：[4FBE28]+10%[-]\n腰射准确度：[4FBE28]+5%[-]\n\n相容性：适用于大多数枪械的通用握把。使得在护木较短的枪械上安装附件(如激光指示器、枪灯)成为可能。,重量：[4FBE28]0.070kg[-]\n人體工學：[4FBE28]+10%[-]\n腰射準確度：[4FBE28]+5%[-]\n\n相容性：適用於大多數槍械的通用握把。使得在護木較短的槍械上安裝附件(如雷射指示器、槍燈)成為可能。
modgripmagpulrvg,[004CFF]Magpul 战术握把[-],[004CFF]Magpul 戰術握把[-]
modgripmagpulrvgDesc,重量：[4FBE28]0.080kg[-]\n人体工学：[4FBE28]+20%[-]\n腰射准确度：[4FBE28]+10%[-]\n后座力：[4FBE28]-6%[-]\n\n相容性：适用于大多数枪械的通用握把。使得在护木较短的枪械上安装附件(如激光指示器、枪灯)成为可能。,重量：[4FBE28]0.080kg[-]\n人體工學：[4FBE28]+20%[-]\n腰射準確度：[4FBE28]+10%[-]\n後座力：[4FBE28]-6%[-]\n\n相容性：適用於大多數槍械的通用握把。使得在護木較短的槍械上安裝附件(如雷射指示器、槍燈)成為可能。
modgripzenitrk1,[BB00FF]Zenit RK-1 前握把[-],[BB00FF]Zenit RK-1 前握把[-]
modgripzenitrk1Desc,重量：[4FBE28]0.170kg[-]\n人体工学：[4FBE28]+30%[-]\n腰射准确度：[4FBE28]+15%[-]\n后座力：[4FBE28]-10%[-]\n\n相容性：适用于大多数枪械的通用握把。使得在护木较短的枪械上安装附件(如激光指示器、枪灯)成为可能。,重量：[4FBE28]0.170kg[-]\n人体工学：[4FBE28]+30%[-]\n腰射准确度：[4FBE28]+15%[-]\n后座力：[4FBE28]-10%[-]\n\n相容性：適用於大多數槍械的通用握把。使得在護木較短的槍械上安裝附件(如雷射指示器、槍燈)成為可能。
modgripzenitb25urk1,[BB00FF]Zenit RK-1 前握把(裝在 B-25U 支架上)[-],[BB00FF]Zenit RK-1 前握把(裝在 B-25U 支架上)[-]
modgripzenitb25urk1Desc,重量：[4FBE28]0.180kg[-]\n人体工学：[4FBE28]+25%[-]\n腰射准确度：[4FBE28]+20%[-]\n后座力：[4FBE28]-8%[-]\n\n相容性：适用于大多数枪械的通用握把。使得在护木较短的枪械上安装附件(如激光指示器、枪灯)成为可能。,重量：[4FBE28]0.180kg[-]\n人體工學：[4FBE28]+25%[-]\n腰射準確度：[4FBE28]+20%[-]\n後座力：[4FBE28]-8%[-]\n\n相容性：適用於大多數槍械的通用握把。使得在護木較短的槍械上安裝附件(如雷射指示器、槍燈)成為可能。
modhandguardUziRailedForegrip,[09FF00]UZI 战术握把[-],[09FF00]UZI 戰術握把[-]
modhandguardUziRailedForegripDesc,安装此握把将额外提供安装[4FBE28]雷射指示器、枪灯[-]的扩展能力。\n人体工学：[4FBE28]+15%[-]\n腰射准确度：[4FBE28]+15%[-]\n后座力：[4FBE28]-7%[-]\n\n相容性：UZI,安裝此握把將額外提供安裝[4FBE28]雷射指示器、槍燈[-]的擴展能力。\n人體工學：[4FBE28]+15%[-]\n腰射準確度：[4FBE28]+15%[-]\n後座力：[4FBE28]-7%[-]\n\n相容性：UZI

modscopePU3_5x,[09FF00]PU 3.5倍瞄准镜[-],[09FF00]PU 3.5倍瞄準鏡[-]
modscopePU3_5xDesc,重量：[4FBE28]0.440kg[-]\n\n兼容性：莫辛纳甘、SVT-40,重量：[4FBE28]0.440kg[-]\n\n相容性：莫辛納甘、SVT-40
modscopeaimpointAcroP1,[09FF00]Aimpoint ACRO P-1反射瞄准镜[-],[09FF00]Aimpoint ACRO P-1反射瞄準鏡[-]
modscopeaimpointAcroP1Desc,重量：[4FBE28]0.130kg[-]\n\n兼容性：适用于大多数枪械,重量：[4FBE28]0.130kg[-]\n\n相容性：適用於大多數槍械
modscopeaimpointAcroP1canted,[09FF00]Aimpoint ACRO P-1反射瞄准镜(側向)[-],[09FF00]Aimpoint ACRO P-1反射瞄準鏡(側向)[-]
